date,hour,ridership
2023-10-20,7,278684
2023-10-20,8,292732
2023-10-20,9,191847
2023-10-20,10,147908
2023-10-20,11,142839
2023-10-20,12,153587
2023-10-20,13,178256
2023-10-20,14,236392
2023-10-20,15,288880
2023-10-20,16,301154
2023-10-20,17,327063
2023-10-20,18,256883
2023-10-20,19,178703
2023-10-20,20,127983
2023-10-20,21,103216
2023-10-20,22,94560
2023-10-20,23,72345
2023-10-21,0,42703
2023-10-21,1,21106
2023-10-21,2,11927
2023-10-21,3,8574
2023-10-21,4,11191
2023-10-21,5,22279
2023-10-21,6,43779
2023-10-21,7,67811
2023-10-21,8,86997
2023-10-21,9,104419
2023-10-21,10,116510
2023-10-21,11,132084
2023-10-21,12,152587
2023-10-21,13,164708
2023-10-21,14,171752
2023-10-21,15,179247
2023-10-21,16,192369
2023-10-21,17,194098
2023-10-21,18,185049
2023-10-21,19,157196
2023-10-21,20,120580
2023-10-21,21,97813
2023-10-21,22,91048
2023-10-21,23,75171
2023-10-22,0,44915
2023-10-22,1,22692
2023-10-22,2,13172
2023-10-22,3,8877
2023-10-22,4,10164
2023-10-22,5,16549
2023-10-22,6,30635
2023-10-22,7,47611
2023-10-22,8,69001
2023-10-22,9,91690
2023-10-22,10,111104
2023-10-22,11,123606
2023-10-22,12,136291
2023-10-22,13,149344
2023-10-22,14,155785
2023-10-22,15,158178
2023-10-22,16,162115
2023-10-22,17,157385
2023-10-22,18,142264
2023-10-22,19,107841
2023-10-22,20,81501
2023-10-22,21,66859
2023-10-22,22,53882
2023-10-22,23,34085
2023-10-23,0,16377
2023-10-23,1,6782
2023-10-23,2,4555
2023-10-23,3,5701
2023-10-23,4,17586
2023-10-23,5,65576
2023-10-23,6,150912
2023-10-23,7,310145
2023-10-23,8,356677
2023-10-23,9,223178
2023-10-23,10,154271
2023-10-23,11,139315
2023-10-23,12,149309
2023-10-23,13,167845
2023-10-23,14,210022
2023-10-23,15,271078
2023-10-23,16,311366
2023-10-23,17,370647
2023-10-23,18,282469
2023-10-23,19,171370
2023-10-23,20,121017
2023-10-23,21,89964
2023-10-23,22,66501
2023-10-23,23,39671
2023-10-24,0,20662
2023-10-24,1,7409
2023-10-24,2,5113
2023-10-24,3,6178
2023-10-24,4,18524
2023-10-24,5,68240
2023-10-24,6,157145
2023-10-24,7,333624
2023-10-24,8,414347
2023-10-24,9,260454
2023-10-24,10,165975
2023-10-24,11,146137
2023-10-24,12,154449
2023-10-24,13,174577
2023-10-24,14,218601
2023-10-24,15,282132
2023-10-24,16,335289
2023-10-24,17,426590
2023-10-24,18,323320
2023-10-24,19,191361
2023-10-24,20,136692
2023-10-24,21,107384
2023-10-24,22,78123
2023-10-24,23,46501
2023-10-25,0,22701
2023-10-25,1,8041
2023-10-25,2,5320
2023-10-25,3,6192
2023-10-25,4,18330
2023-10-25,5,68044
2023-10-25,6,156798
2023-10-25,7,331270
2023-10-25,8,413126
2023-10-25,9,260018
2023-10-25,10,170059
2023-10-25,11,151721
2023-10-25,12,161677
2023-10-25,13,181781
2023-10-25,14,224290
2023-10-25,15,283612
2023-10-25,16,338631
2023-10-25,17,430229
2023-10-25,18,329082
2023-10-25,19,196541
2023-10-25,20,138156
2023-10-25,21,110552
2023-10-25,22,100723
2023-10-25,23,52287
2023-10-26,0,25849
2023-10-26,1,9574
2023-10-26,2,5811
2023-10-26,3,6553
2023-10-26,4,18532
2023-10-26,5,67592
2023-10-26,6,156515
2023-10-26,7,324749
2023-10-26,8,394887
2023-10-26,9,257227
2023-10-26,10,171482
2023-10-26,11,153130
2023-10-26,12,162977
2023-10-26,13,183346
2023-10-26,14,228241
2023-10-26,15,291852
2023-10-26,16,340646
2023-10-26,17,417478
2023-10-26,18,328565
2023-10-26,19,205655
2023-10-26,20,150735
2023-10-26,21,121178
2023-10-26,22,94997
2023-10-26,23,62364
2023-10-27,0,32678
2023-10-27,1,14016
2023-10-27,2,8162
2023-10-27,3,7315
2023-10-27,4,18167
2023-10-27,5,64410
2023-10-27,6,141830
2023-10-27,7,278503
2023-10-27,8,295960
2023-10-27,9,202131
2023-10-27,10,158393
2023-10-27,11,152911
2023-10-27,12,167759
2023-10-27,13,192382
2023-10-27,14,241246
2023-10-27,15,291566
2023-10-27,16,318667
2023-10-27,17,342170
2023-10-27,18,280057
2023-10-27,19,200029
2023-10-27,20,153598
2023-10-27,21,124688
2023-10-27,22,112197
2023-10-27,23,89172
2023-10-28,0,53048
2023-10-28,1,29685
2023-10-28,2,19558
2023-10-28,3,12493
2023-10-28,4,13773
2023-10-28,5,24357
2023-10-28,6,46657
2023-10-28,7,73285
2023-10-28,8,96210
2023-10-28,9,115824
2023-10-28,10,127883
2023-10-28,11,145291
2023-10-28,12,165427
2023-10-28,13,182052
2023-10-28,14,194514
2023-10-28,15,203959
2023-10-28,16,207614
2023-10-28,17,207642
2023-10-28,18,205077
2023-10-28,19,169267
2023-10-28,20,137702
2023-10-28,21,119846
2023-10-28,22,109750
2023-10-28,23,94199
2023-10-29,0,58574
2023-10-29,1,35358
2023-10-29,2,25189
2023-10-29,3,16804
2023-10-29,4,14648
2023-10-29,5,17674
2023-10-29,6,30739
2023-10-29,7,45614
2023-10-29,8,64889
2023-10-29,9,82220
2023-10-29,10,97860
2023-10-29,11,109902
2023-10-29,12,124029
2023-10-29,13,134841
2023-10-29,14,136157
2023-10-29,15,139509
2023-10-29,16,137802
2023-10-29,17,137594
2023-10-29,18,123502
2023-10-29,19,93200
2023-10-29,20,74387
2023-10-29,21,63566
2023-10-29,22,50692
2023-10-29,23,32470
2023-10-30,0,16311
2023-10-30,1,7149
2023-10-30,2,4882
2023-10-30,3,6058
2023-10-30,4,17612
2023-10-30,5,63566
2023-10-30,6,142967
2023-10-30,7,301340
2023-10-30,8,353965
2023-10-30,9,224714
2023-10-30,10,153780
2023-10-30,11,137957
2023-10-30,12,146461
2023-10-30,13,166838
2023-10-30,14,208970
2023-10-30,15,268485
2023-10-30,16,311543
2023-10-30,17,377125
2023-10-30,18,278964
2023-10-30,19,171099
2023-10-30,20,118737
2023-10-30,21,90020
2023-10-30,22,65359
2023-10-30,23,41633
2023-10-31,0,21054
2023-10-31,1,7682
2023-10-31,2,5096
2023-10-31,3,6073
2023-10-31,4,18071
2023-10-31,5,66623
2023-10-31,6,154487
2023-10-31,7,315859
2023-10-31,8,392992
2023-10-31,9,251624
2023-10-31,10,162892
2023-10-31,11,142889
2023-10-31,12,151944
2023-10-31,13,174605
2023-10-31,14,224221
2023-10-31,15,296013
2023-10-31,16,340278
2023-10-31,17,398372
2023-10-31,18,303629
2023-10-31,19,193191
2023-10-31,20,150536
2023-10-31,21,125060
2023-10-31,22,93209
2023-10-31,23,57397
2023-11-01,0,30246
2023-11-01,1,13094
2023-11-01,2,8374
2023-11-01,3,8018
2023-11-01,4,19259
2023-11-01,5,65598
2023-11-01,6,153325
2023-11-01,7,319992
2023-11-01,8,410964
2023-11-01,9,258199
2023-11-01,10,166424
2023-11-01,11,147461
2023-11-01,12,156382
2023-11-01,13,176594
2023-11-01,14,217758
2023-11-01,15,278163
2023-11-01,16,333057
2023-11-01,17,423379
2023-11-01,18,325070
2023-11-01,19,192276
2023-11-01,20,136897
2023-11-01,21,106136
2023-11-01,22,86822
2023-11-01,23,47598
2023-11-02,0,23027
2023-11-02,1,8161
2023-11-02,2,5229
2023-11-02,3,6188
2023-11-02,4,18185
2023-11-02,5,65542
2023-11-02,6,154416
2023-11-02,7,319855
2023-11-02,8,396654
2023-11-02,9,256762
2023-11-02,10,170755
2023-11-02,11,157011
2023-11-02,12,161981
2023-11-02,13,177105
2023-11-02,14,219166
2023-11-02,15,287370
2023-11-02,16,335772
2023-11-02,17,419714
2023-11-02,18,327258
2023-11-02,19,199920
2023-11-02,20,146502
2023-11-02,21,118321
2023-11-02,22,90179
2023-11-02,23,55427
2023-11-03,0,27616
2023-11-03,1,10567
2023-11-03,2,6471
2023-11-03,3,6744
2023-11-03,4,18023
2023-11-03,5,63443
2023-11-03,6,141993
2023-11-03,7,278994
2023-11-03,8,297525
2023-11-03,9,200532
2023-11-03,10,157661
2023-11-03,11,150787
2023-11-03,12,166894
2023-11-03,13,191048
2023-11-03,14,241860
2023-11-03,15,296040
2023-11-03,16,326558
2023-11-03,17,348835
2023-11-03,18,281377
2023-11-03,19,196676
2023-11-03,20,140113
2023-11-03,21,114393
2023-11-03,22,104788
2023-11-03,23,73698
2023-11-04,0,45496
2023-11-04,1,20761
2023-11-04,2,11565
2023-11-04,3,8112
2023-11-04,4,11166
2023-11-04,5,23069
2023-11-04,6,45737
2023-11-04,7,74250
2023-11-04,8,95025
2023-11-04,9,115315
2023-11-04,10,130997
2023-11-04,11,147128
2023-11-04,12,168207
2023-11-04,13,180148
2023-11-04,14,188408
2023-11-04,15,199948
2023-11-04,16,207723
2023-11-04,17,203089
2023-11-04,18,190004
2023-11-04,19,153427
2023-11-04,20,113325
2023-11-04,21,95929
2023-11-04,22,99229
2023-11-04,23,71818
2023-11-05,0,39565
2023-11-05,1,31226
2023-11-05,2,7188
2023-11-05,3,6292
2023-11-05,4,11157
2023-11-05,5,22691
2023-11-05,6,40527
2023-11-05,7,58537
2023-11-05,8,80910
2023-11-05,9,115797
2023-11-05,10,147651
2023-11-05,11,166766
2023-11-05,12,177358
2023-11-05,13,185308
2023-11-05,14,186742
2023-11-05,15,189079
2023-11-05,16,190885
2023-11-05,17,178127
2023-11-05,18,144272
2023-11-05,19,105821
2023-11-05,20,81649
2023-11-05,21,66967
2023-11-05,22,52732
2023-11-05,23,34483
2023-11-06,0,15421
2023-11-06,1,6465
2023-11-06,2,4674
2023-11-06,3,5807
2023-11-06,4,17881
2023-11-06,5,66887
2023-11-06,6,159117
2023-11-06,7,321348
2023-11-06,8,355725
2023-11-06,9,218360
2023-11-06,10,154762
2023-11-06,11,142024
2023-11-06,12,151954
2023-11-06,13,171789
2023-11-06,14,212489
2023-11-06,15,274117
2023-11-06,16,323417
2023-11-06,17,378680
2023-11-06,18,270610
2023-11-06,19,158872
2023-11-06,20,111616
2023-11-06,21,86810
2023-11-06,22,72262
2023-11-06,23,40243
2023-11-07,0,22586
2023-11-07,1,7559
2023-11-07,2,5022
2023-11-07,3,6142
2023-11-07,4,18034
2023-11-07,5,65285
2023-11-07,6,142284
2023-11-07,7,262105
2023-11-07,8,353613
2023-11-07,9,234825
2023-11-07,10,158999
2023-11-07,11,144338
2023-11-07,12,153730
2023-11-07,13,168491
2023-11-07,14,195520
2023-11-07,15,249585
2023-11-07,16,306061
2023-11-07,17,392116
2023-11-07,18,287643
2023-11-07,19,171536
2023-11-07,20,122106
2023-11-07,21,101483
2023-11-07,22,78896
2023-11-07,23,44111
2023-11-08,0,21957
2023-11-08,1,7850
2023-11-08,2,5267
2023-11-08,3,6303
2023-11-08,4,18958
2023-11-08,5,68788
2023-11-08,6,165799
2023-11-08,7,343267
2023-11-08,8,411629
2023-11-08,9,251374
2023-11-08,10,163424
2023-11-08,11,148301
2023-11-08,12,158721
2023-11-08,13,178970
2023-11-08,14,220371
2023-11-08,15,281795
2023-11-08,16,340041
2023-11-08,17,430236
2023-11-08,18,312072
2023-11-08,19,185315
2023-11-08,20,132929
2023-11-08,21,110278
2023-11-08,22,92480
2023-11-08,23,48323
2023-11-09,0,23215
2023-11-09,1,8559
2023-11-09,2,5480
2023-11-09,3,6307
2023-11-09,4,18805
2023-11-09,5,67326
2023-11-09,6,157666
2023-11-09,7,323536
2023-11-09,8,384847
2023-11-09,9,244829
2023-11-09,10,163495
2023-11-09,11,152316
2023-11-09,12,161077
2023-11-09,13,178542
2023-11-09,14,220817
2023-11-09,15,283906
2023-11-09,16,334890
2023-11-09,17,413744
2023-11-09,18,307664
2023-11-09,19,190454
2023-11-09,20,141880
2023-11-09,21,118933
2023-11-09,22,93050
2023-11-09,23,56450
2023-11-10,0,29028
2023-11-10,1,11599
2023-11-10,2,6926
2023-11-10,3,6990
2023-11-10,4,17880
2023-11-10,5,59832
2023-11-10,6,132365
2023-11-10,7,251127
2023-11-10,8,258961
2023-11-10,9,181942
2023-11-10,10,151534
2023-11-10,11,151373
2023-11-10,12,165773
2023-11-10,13,192733
2023-11-10,14,241243
2023-11-10,15,287818
2023-11-10,16,304992
2023-11-10,17,320447
2023-11-10,18,252858
2023-11-10,19,182991
2023-11-10,20,135766
2023-11-10,21,112952
2023-11-10,22,107367
2023-11-10,23,76983
2023-11-11,0,46626
2023-11-11,1,21772
2023-11-11,2,11917
2023-11-11,3,8294
2023-11-11,4,11404
2023-11-11,5,22671
2023-11-11,6,45459
2023-11-11,7,71016
2023-11-11,8,92159
2023-11-11,9,111665
2023-11-11,10,129472
2023-11-11,11,149754
2023-11-11,12,168954
2023-11-11,13,184056
2023-11-11,14,192837
2023-11-11,15,203656
2023-11-11,16,215047
2023-11-11,17,206622
2023-11-11,18,183466
2023-11-11,19,151733
2023-11-11,20,114047
2023-11-11,21,96823
2023-11-11,22,91677
2023-11-11,23,71939
2023-11-12,0,45660
2023-11-12,1,22111
2023-11-12,2,12174
2023-11-12,3,7996
2023-11-12,4,9806
2023-11-12,5,16366
2023-11-12,6,31509
2023-11-12,7,47733
2023-11-12,8,65575
2023-11-12,9,86447
2023-11-12,10,106616
2023-11-12,11,123778
2023-11-12,12,136371
2023-11-12,13,148445
2023-11-12,14,157851
2023-11-12,15,158254
2023-11-12,16,165048
2023-11-12,17,160937
2023-11-12,18,130911
2023-11-12,19,97921
2023-11-12,20,77387
2023-11-12,21,65933
2023-11-12,22,54967
2023-11-12,23,31712
2023-11-13,0,15489
2023-11-13,1,6482
2023-11-13,2,4477
2023-11-13,3,5748
2023-11-13,4,17598
2023-11-13,5,64329
2023-11-13,6,151612
2023-11-13,7,311683
2023-11-13,8,353914
2023-11-13,9,217371
2023-11-13,10,148979
2023-11-13,11,135244
2023-11-13,12,145511
2023-11-13,13,164417
2023-11-13,14,208200
2023-11-13,15,269675
2023-11-13,16,315803
2023-11-13,17,367874
2023-11-13,18,263181
2023-11-13,19,157908
2023-11-13,20,115244
2023-11-13,21,87623
2023-11-13,22,64760
2023-11-13,23,38982
2023-11-14,0,19849
2023-11-14,1,7369
2023-11-14,2,4924
2023-11-14,3,6140
2023-11-14,4,18649
2023-11-14,5,68347
2023-11-14,6,160240
2023-11-14,7,337168
2023-11-14,8,414274
2023-11-14,9,250943
2023-11-14,10,160401
2023-11-14,11,141421
2023-11-14,12,151488
2023-11-14,13,172146
2023-11-14,14,215353
2023-11-14,15,281072
2023-11-14,16,337341
2023-11-14,17,426126
2023-11-14,18,307007
2023-11-14,19,182595
2023-11-14,20,130368
2023-11-14,21,106491
2023-11-14,22,85259
2023-11-14,23,46336
2023-11-15,0,22060
2023-11-15,1,8185
2023-11-15,2,5099
2023-11-15,3,6197
2023-11-15,4,18482
2023-11-15,5,67423
2023-11-15,6,158825
2023-11-15,7,336188
2023-11-15,8,412102
2023-11-15,9,251614
2023-11-15,10,163797
2023-11-15,11,145914
2023-11-15,12,158117
2023-11-15,13,178457
2023-11-15,14,219536
2023-11-15,15,280927
2023-11-15,16,339334
2023-11-15,17,424493
2023-11-15,18,310573
2023-11-15,19,191131
2023-11-15,20,135073
2023-11-15,21,107280
2023-11-15,22,87444
2023-11-15,23,49169
2023-11-16,0,24232
2023-11-16,1,9072
2023-11-16,2,5698
2023-11-16,3,6700
2023-11-16,4,18636
2023-11-16,5,66970
2023-11-16,6,156666
2023-11-16,7,327930
2023-11-16,8,396200
2023-11-16,9,251056
2023-11-16,10,163896
2023-11-16,11,149932
2023-11-16,12,160063
2023-11-16,13,177774
2023-11-16,14,224203
2023-11-16,15,288048
2023-11-16,16,337223
2023-11-16,17,411181
2023-11-16,18,308034
2023-11-16,19,195843
2023-11-16,20,141445
2023-11-16,21,116267
2023-11-16,22,95565
2023-11-16,23,57167
2023-11-17,0,29810
2023-11-17,1,11720
2023-11-17,2,6993
2023-11-17,3,7030
2023-11-17,4,18522
2023-11-17,5,63856
2023-11-17,6,143081
2023-11-17,7,283766
2023-11-17,8,290826
2023-11-17,9,194381
2023-11-17,10,155448
2023-11-17,11,165781
2023-11-17,12,179198
2023-11-17,13,193544
2023-11-17,14,228734
2023-11-17,15,277227
2023-11-17,16,315511
2023-11-17,17,334215
2023-11-17,18,259354
2023-11-17,19,188117
2023-11-17,20,136516
2023-11-17,21,113489
2023-11-17,22,106963
2023-11-17,23,75907
2023-11-18,0,44520
2023-11-18,1,22620
2023-11-18,2,12655
2023-11-18,3,8801
2023-11-18,4,11953
2023-11-18,5,23932
2023-11-18,6,46909
2023-11-18,7,72508
2023-11-18,8,92782
2023-11-18,9,108101
2023-11-18,10,119448
2023-11-18,11,137667
2023-11-18,12,156772
2023-11-18,13,171839
2023-11-18,14,180574
2023-11-18,15,196285
2023-11-18,16,205113
2023-11-18,17,198981
2023-11-18,18,175189
2023-11-18,19,145538
2023-11-18,20,108685
2023-11-18,21,94000
2023-11-18,22,90006
2023-11-18,23,69744
2023-11-19,0,39321
2023-11-19,1,20529
2023-11-19,2,12356
2023-11-19,3,8330
2023-11-19,4,10199
2023-11-19,5,17461
2023-11-19,6,33647
2023-11-19,7,50651
2023-11-19,8,67581
2023-11-19,9,89028
2023-11-19,10,106086
2023-11-19,11,118699
2023-11-19,12,135715
2023-11-19,13,147897
2023-11-19,14,154141
2023-11-19,15,160113
2023-11-19,16,163213
2023-11-19,17,160641
2023-11-19,18,130911
2023-11-19,19,100786
2023-11-19,20,77845
2023-11-19,21,67551
2023-11-19,22,53792
2023-11-19,23,32381
2023-11-20,0,16268
2023-11-20,1,7049
2023-11-20,2,4800
2023-11-20,3,5945
2023-11-20,4,18028
2023-11-20,5,63995
2023-11-20,6,146672
2023-11-20,7,299039
2023-11-20,8,342060
2023-11-20,9,215074
2023-11-20,10,155959
2023-11-20,11,144055
2023-11-20,12,154838
2023-11-20,13,176432
2023-11-20,14,218118
2023-11-20,15,278119
2023-11-20,16,322850
2023-11-20,17,369274
2023-11-20,18,264218
2023-11-20,19,167008
2023-11-20,20,115615
2023-11-20,21,89981
2023-11-20,22,65327
2023-11-20,23,43189
2023-11-21,0,20911
2023-11-21,1,7505
2023-11-21,2,5085
2023-11-21,3,6233
2023-11-21,4,18241
2023-11-21,5,65684
2023-11-21,6,150933
2023-11-21,7,306700
2023-11-21,8,354260
2023-11-21,9,225369
2023-11-21,10,161348
2023-11-21,11,150363
2023-11-21,12,162682
2023-11-21,13,189503
2023-11-21,14,233755
2023-11-21,15,295688
2023-11-21,16,331838
2023-11-21,17,373460
2023-11-21,18,267635
2023-11-21,19,165269
2023-11-21,20,116044
2023-11-21,21,94527
2023-11-21,22,70871
2023-11-21,23,41305
2023-11-22,0,21949
2023-11-22,1,8389
2023-11-22,2,5218
2023-11-22,3,6079
2023-11-22,4,17068
2023-11-22,5,60119
2023-11-22,6,130529
2023-11-22,7,247181
2023-11-22,8,259338
2023-11-22,9,177179
2023-11-22,10,147230
2023-11-22,11,149458
2023-11-22,12,172578
2023-11-22,13,207386
2023-11-22,14,259072
2023-11-22,15,298656
2023-11-22,16,297803
2023-11-22,17,274497
2023-11-22,18,205653
2023-11-22,19,146298
2023-11-22,20,108846
2023-11-22,21,90621
2023-11-22,22,76467
2023-11-22,23,50047
2023-11-23,0,24727
2023-11-23,1,11166
2023-11-23,2,7090
2023-11-23,3,6304
2023-11-23,4,11084
2023-11-23,5,26323
2023-11-23,6,53369
2023-11-23,7,76756
2023-11-23,8,83295
2023-11-23,9,81767
2023-11-23,10,108271
2023-11-23,11,119241
2023-11-23,12,116426
2023-11-23,13,116926
2023-11-23,14,122132
2023-11-23,15,125378
2023-11-23,16,115262
2023-11-23,17,99373
2023-11-23,18,79345
2023-11-23,19,66448
2023-11-23,20,61128
2023-11-23,21,58304
2023-11-23,22,48425
2023-11-23,23,32631
2023-11-24,0,16661
2023-11-24,1,7512
2023-11-24,2,4593
2023-11-24,3,4803
2023-11-24,4,11225
2023-11-24,5,31105
2023-11-24,6,64094
2023-11-24,7,98350
2023-11-24,8,113445
2023-11-24,9,111803
2023-11-24,10,119806
2023-11-24,11,131884
2023-11-24,12,149156
2023-11-24,13,169617
2023-11-24,14,188172
2023-11-24,15,206722
2023-11-24,16,219066
2023-11-24,17,205175
2023-11-24,18,171135
2023-11-24,19,133572
2023-11-24,20,105416
2023-11-24,21,87647
2023-11-24,22,81577
2023-11-24,23,50468
2023-11-25,0,25669
2023-11-25,1,12239
2023-11-25,2,7617
2023-11-25,3,6267
2023-11-25,4,10079
2023-11-25,5,19465
2023-11-25,6,38214
2023-11-25,7,57958
2023-11-25,8,73239
2023-11-25,9,89999
2023-11-25,10,106391
2023-11-25,11,120949
2023-11-25,12,136380
2023-11-25,13,148457
2023-11-25,14,159604
2023-11-25,15,173515
2023-11-25,16,186980
2023-11-25,17,175225
2023-11-25,18,149087
2023-11-25,19,124324
2023-11-25,20,101410
2023-11-25,21,83420
2023-11-25,22,79000
2023-11-25,23,55381
2023-11-26,0,30106
2023-11-26,1,14773
2023-11-26,2,8897
2023-11-26,3,6893
2023-11-26,4,9627
2023-11-26,5,15435
2023-11-26,6,29284
2023-11-26,7,43707
2023-11-26,8,59062
2023-11-26,9,77461
2023-11-26,10,92011
2023-11-26,11,103471
2023-11-26,12,117804
2023-11-26,13,129286
2023-11-26,14,142439
2023-11-26,15,145219
2023-11-26,16,139285
2023-11-26,17,134049
2023-11-26,18,112171
2023-11-26,19,83004
2023-11-26,20,69499
2023-11-26,21,63233
2023-11-26,22,47469
2023-11-26,23,28023
2023-11-27,0,13705
2023-11-27,1,6308
2023-11-27,2,4296
2023-11-27,3,5624
2023-11-27,4,17363
2023-11-27,5,64040
2023-11-27,6,146766
2023-11-27,7,296979
2023-11-27,8,343041
2023-11-27,9,210458
2023-11-27,10,146736
2023-11-27,11,133632
2023-11-27,12,145673
2023-11-27,13,165621
2023-11-27,14,206485
2023-11-27,15,268410
2023-11-27,16,311134
2023-11-27,17,358261
2023-11-27,18,260573
2023-11-27,19,158584
2023-11-27,20,111246
2023-11-27,21,87146
2023-11-27,22,61409
2023-11-27,23,36665
2023-11-28,0,19199
2023-11-28,1,6879
2023-11-28,2,4593
2023-11-28,3,5886
2023-11-28,4,18081
2023-11-28,5,66520
2023-11-28,6,155201
2023-11-28,7,328556
2023-11-28,8,403307
2023-11-28,9,249340
2023-11-28,10,158459
2023-11-28,11,140214
2023-11-28,12,150196
2023-11-28,13,170914
2023-11-28,14,214030
2023-11-28,15,276959
2023-11-28,16,331464
2023-11-28,17,419234
2023-11-28,18,306316
2023-11-28,19,180272
2023-11-28,20,125632
2023-11-28,21,103206
2023-11-28,22,78600
2023-11-28,23,42424
2023-11-29,0,21369
2023-11-29,1,8046
2023-11-29,2,4917
2023-11-29,3,5877
2023-11-29,4,18163
2023-11-29,5,65903
2023-11-29,6,153832
2023-11-29,7,325117
2023-11-29,8,406693
2023-11-29,9,253790
2023-11-29,10,161435
2023-11-29,11,143649
2023-11-29,12,155139
2023-11-29,13,176552
2023-11-29,14,219047
2023-11-29,15,282931
2023-11-29,16,337826
2023-11-29,17,423986
2023-11-29,18,316193
2023-11-29,19,194549
2023-11-29,20,137140
2023-11-29,21,110425
2023-11-29,22,96853
2023-11-29,23,51908
2023-11-30,0,23990
2023-11-30,1,9083
2023-11-30,2,5221
2023-11-30,3,6118
2023-11-30,4,18388
2023-11-30,5,66151
2023-11-30,6,152557
2023-11-30,7,320066
2023-11-30,8,395536
2023-11-30,9,253252
2023-11-30,10,166900
2023-11-30,11,148048
2023-11-30,12,159618
2023-11-30,13,179533
2023-11-30,14,224788
2023-11-30,15,287865
2023-11-30,16,340759
2023-11-30,17,415471
2023-11-30,18,320591
2023-11-30,19,197689
2023-11-30,20,143572
2023-11-30,21,120105
2023-11-30,22,98191
2023-11-30,23,57098
2023-12-01,0,30614
2023-12-01,1,11917
2023-12-01,2,7306
2023-12-01,3,6989
2023-12-01,4,18152
2023-12-01,5,63299
2023-12-01,6,140177
2023-12-01,7,276452
2023-12-01,8,295655
2023-12-01,9,200136
2023-12-01,10,153939
2023-12-01,11,150827
2023-12-01,12,174068
2023-12-01,13,189783
2023-12-01,14,237938
2023-12-01,15,290424
2023-12-01,16,324033
2023-12-01,17,339615
2023-12-01,18,270924
2023-12-01,19,184325
2023-12-01,20,132247
2023-12-01,21,105800
2023-12-01,22,103157
2023-12-01,23,71889
2023-12-02,0,46361
2023-12-02,1,21890
2023-12-02,2,12219
2023-12-02,3,8482
2023-12-02,4,11813
2023-12-02,5,23154
2023-12-02,6,45497
2023-12-02,7,72540
2023-12-02,8,94349
2023-12-02,9,114981
2023-12-02,10,133178
2023-12-02,11,150252
2023-12-02,12,173470
2023-12-02,13,190326
2023-12-02,14,202758
2023-12-02,15,220318
2023-12-02,16,230170
2023-12-02,17,223935
2023-12-02,18,199933
2023-12-02,19,169571
2023-12-02,20,131324
2023-12-02,21,117044
2023-12-02,22,104369
2023-12-02,23,80980
2023-12-03,0,49929
2023-12-03,1,25864
2023-12-03,2,14411
2023-12-03,3,8974
2023-12-03,4,10363
2023-12-03,5,16228
2023-12-03,6,29959
2023-12-03,7,44998
2023-12-03,8,61799
2023-12-03,9,81077
2023-12-03,10,99402
2023-12-03,11,110865
2023-12-03,12,125644
2023-12-03,13,138225
2023-12-03,14,142287
2023-12-03,15,147639
2023-12-03,16,149798
2023-12-03,17,143745
2023-12-03,18,122261
2023-12-03,19,100012
2023-12-03,20,77176
2023-12-03,21,68387
2023-12-03,22,54850
2023-12-03,23,33842
2023-12-04,0,17264
2023-12-04,1,7402
2023-12-04,2,4836
2023-12-04,3,5737
2023-12-04,4,17774
2023-12-04,5,65096
2023-12-04,6,149541
2023-12-04,7,308457
2023-12-04,8,360546
2023-12-04,9,224721
2023-12-04,10,156470
2023-12-04,11,142696
2023-12-04,12,152699
2023-12-04,13,173809
2023-12-04,14,215942
2023-12-04,15,276182
2023-12-04,16,319445
2023-12-04,17,376059
2023-12-04,18,278410
2023-12-04,19,173978
2023-12-04,20,124692
2023-12-04,21,96968
2023-12-04,22,70058
2023-12-04,23,41350
2023-12-05,0,21820
2023-12-05,1,7866
2023-12-05,2,4847
2023-12-05,3,6071
2023-12-05,4,18323
2023-12-05,5,67496
2023-12-05,6,156707
2023-12-05,7,331134
2023-12-05,8,415675
2023-12-05,9,260895
2023-12-05,10,168942
2023-12-05,11,148116
2023-12-05,12,157968
2023-12-05,13,178318
2023-12-05,14,222481
2023-12-05,15,285328
2023-12-05,16,343093
2023-12-05,17,427277
2023-12-05,18,319036
2023-12-05,19,192838
2023-12-05,20,140258
2023-12-05,21,114454
2023-12-05,22,84010
2023-12-05,23,52125
2023-12-06,0,24989
2023-12-06,1,8962
2023-12-06,2,5525
2023-12-06,3,6400
2023-12-06,4,18298
2023-12-06,5,67091
2023-12-06,6,154727
2023-12-06,7,328432
2023-12-06,8,413418
2023-12-06,9,259026
2023-12-06,10,171098
2023-12-06,11,153058
2023-12-06,12,164268
2023-12-06,13,184315
2023-12-06,14,231066
2023-12-06,15,286422
2023-12-06,16,342785
2023-12-06,17,424034
2023-12-06,18,319115
2023-12-06,19,196624
2023-12-06,20,144277
2023-12-06,21,118964
2023-12-06,22,91065
2023-12-06,23,52582
2023-12-07,0,26097
2023-12-07,1,9640
2023-12-07,2,5790
2023-12-07,3,6278
2023-12-07,4,18406
2023-12-07,5,66791
2023-12-07,6,150967
2023-12-07,7,315754
2023-12-07,8,392940
2023-12-07,9,256259
2023-12-07,10,171114
2023-12-07,11,153379
2023-12-07,12,164274
2023-12-07,13,183207
2023-12-07,14,229212
2023-12-07,15,289782
2023-12-07,16,342157
2023-12-07,17,415031
2023-12-07,18,315136
2023-12-07,19,196412
